Comment ,Label,1_Comment,2_Comment,tokens,sent_tokens
"Không lôi thôi dài dòng nhiều lời tốn thời gian, 5 sao cho một ngôi trường tốt còn là quá ít :3 với câu nói của trường "" học đúng ngành sống đúng đam mê"", trường không những giúp học sinh học hỏi những kiến thức chuyên sâu mà còn cho chúng ta được thỏa sức theo đuổi đam mê của bản thân mình :D",1,không lôi thôi dài dòng nhiều lời tốn thời gian 5 sao cho một ngôi trường tốt còn là quá ít 3 với câu nói của trường học đúng ngành sống đúng đam mê trường không những giúp học sinh học hỏi những kiến thức chuyên sâu mà còn cho chúng ta được thỏa sức theo đuổi đam mê của bản thân mình d,không lôi thôi dài dòng nhiều lời tốn thời gian 5 sao cho một ngôi trường tốt còn là quá ít 3 với câu nói của trường học đúng ngành sống đúng đam mê trường không những giúp học sinh học hỏi những kiến thức chuyên sâu mà còn cho chúng ta được thỏa sức theo đuổi đam mê của bản thân mình d,"['không', 'lôi_thôi', 'dài_dòng', 'nhiều', 'lời', 'tốn', 'thời_gian', '5', 'sao', 'cho', 'một', 'ngôi', 'trường', 'tốt', 'còn', 'là', 'quá', 'ít', '3', 'với', 'câu', 'nói', 'của', 'trường_học', 'đúng', 'ngành', 'sống', 'đúng', 'đam_mê', 'trường', 'không_những', 'giúp', 'học_sinh_học_hỏi', 'những', 'kiến_thức', 'chuyên_sâu', 'mà', 'còn', 'cho', 'chúng_ta', 'được', 'thỏa_sức', 'theo_đuổi', 'đam_mê', 'của', 'bản_thân', 'mình', 'd']",không lôi_thôi dài_dòng nhiều lời tốn thời_gian 5 sao cho một ngôi trường tốt còn là quá ít 3 với câu nói của trường_học đúng ngành sống đúng đam_mê trường không_những giúp học_sinh_học_hỏi những kiến_thức chuyên_sâu mà còn cho chúng_ta được thỏa_sức theo_đuổi đam_mê của bản_thân mình d
"Với mình, trường là tuyệt nhất :D",1,với mình trường là tuyệt nhất d,với mình trường là tuyệt nhất d,"['với', 'mình', 'trường', 'là', 'tuyệt', 'nhất', 'd']",với mình trường là tuyệt nhất d
"Đối với riêng tôi, đến với gia đình UKB như một cái cơ duyên. Tôi chấp nhận hủy hết mọi thứ để mong được cháy hết tuổi trẻ dưới ngôi nhà này. Qủa thật vây, mọi người coi nhau như người trong nhà, thầy cô bạn bè thoải mái thân thiết gần gũi. Ấn tượng về tiết học đầu tiên của cô Diễm Hằng cứ lưu luyến mãi trong tôi... Không biết mai sau sẽ thế nào nhưng tôi nguyện sẽ cháy hết mình dưới ngôi nhà UKB",1,đối với riêng tôi đến với gia đình ukb như một cái cơ duyên tôi chấp nhận hủy hết mọi thứ để mong được cháy hết tuổi trẻ dưới ngôi nhà này qủa thật vây mọi người coi nhau như người trong nhà thầy cô bạn bè thoải mái thân thiết gần gũi ấn tượng về tiết học đầu tiên của cô diễm hằng cứ lưu luyến mãi trong tôi không biết mai sau sẽ thế nào nhưng tôi nguyện sẽ cháy hết mình dưới ngôi nhà ukb,đối với riêng tôi đến với gia đình ukb như một cái cơ duyên tôi chấp nhận hủy hết mọi thứ để mong được cháy hết tuổi trẻ dưới ngôi nhà này qủa thật vây mọi người coi nhau như người trong nhà thầy cô bạn bè thoải mái thân thiết gần gũi ấn tượng về tiết học đầu tiên của cô diễm hằng cứ lưu luyến mãi trong tôi không biết mai sau sẽ thế nào nhưng tôi nguyện sẽ cháy hết mình dưới ngôi nhà ukb,"['đối_với', 'riêng', 'tôi', 'đến', 'với', 'gia_đình', 'ukb', 'như', 'một', 'cái', 'cơ', 'duyên', 'tôi', 'chấp_nhận', 'hủy', 'hết', 'mọi', 'thứ', 'để', 'mong', 'được', 'cháy', 'hết', 'tuổi_trẻ', 'dưới', 'ngôi', 'nhà', 'này', 'qủa', 'thật', 'vây', 'mọi', 'người', 'coi', 'nhau', 'như', 'người', 'trong', 'nhà', 'thầy_cô', 'bạn_bè', 'thoải_mái', 'thân_thiết', 'gần_gũi', 'ấn_tượng', 'về', 'tiết', 'học', 'đầu_tiên', 'của', 'cô', 'diễm', 'hằng', 'cứ', 'lưu_luyến', 'mãi', 'trong', 'tôi', 'không', 'biết', 'mai_sau', 'sẽ', 'thế_nào', 'nhưng', 'tôi', 'nguyện', 'sẽ', 'cháy', 'hết_mình', 'dưới', 'ngôi', 'nhà', 'ukb']",đối_với riêng tôi đến với gia_đình ukb như một cái cơ duyên tôi chấp_nhận hủy hết mọi thứ để mong được cháy hết tuổi_trẻ dưới ngôi nhà này qủa thật vây mọi người coi nhau như người trong nhà thầy_cô bạn_bè thoải_mái thân_thiết gần_gũi ấn_tượng về tiết học đầu_tiên của cô diễm hằng cứ lưu_luyến mãi trong tôi không biết mai_sau sẽ thế_nào nhưng tôi nguyện sẽ cháy hết_mình dưới ngôi nhà ukb
tôi luôn tin tưởng vào sự lựa chọn của mình tôi ❤️ UKB 1 môi trường tốt cùng mới sự giảng dạy nhiệt tình của thầy cô.,1,tôi luôn tin tưởng vào sự lựa chọn của mình tôi ukb 1 môi trường tốt cùng mới sự giảng dạy nhiệt tình của thầy cô,tôi luôn tin tưởng vào sự lựa chọn của mình tôi ukb 1 môi trường tốt cùng mới sự giảng dạy nhiệt tình của thầy cô,"['tôi', 'luôn', 'tin_tưởng', 'vào', 'sự', 'lựa_chọn', 'của', 'mình', 'tôi', 'ukb', '1', 'môi_trường', 'tốt', 'cùng', 'mới', 'sự', 'giảng_dạy', 'nhiệt_tình', 'của', 'thầy_cô']",tôi luôn tin_tưởng vào sự lựa_chọn của mình tôi ukb 1 môi_trường tốt cùng mới sự giảng_dạy nhiệt_tình của thầy_cô
"Đơn giản là yêu thôi. Đại học Kinh Bắc với cơ sở vật chất cũng như trang thiết bị hiện đại. Các khoá học bổ ích ""chả giống đâu"" và ""chả đâu có"" Tin tưởng trao trọn niềm tin!",1,đơn giản là yêu thôi đại học kinh bắc với cơ sở vật chất cũng như trang thiết bị hiện đại các khoá học bổ ích chả giống đâu và chả đâu có tin tưởng trao trọn niềm tin,đơn giản là yêu thôi đại học kinh bắc với cơ sở vật chất cũng như trang thiết bị hiện đại các khoá học bổ ích chả giống đâu và chả đâu có tin tưởng trao trọn niềm tin,"['đơn_giản', 'là', 'yêu', 'thôi', 'đại_học', 'kinh', 'bắc', 'với', 'cơ_sở', 'vật_chất', 'cũng_như', 'trang', 'thiết_bị', 'hiện_đại', 'các', 'khoá', 'học', 'bổ_ích', 'chả', 'giống', 'đâu', 'và', 'chả', 'đâu', 'có', 'tin_tưởng', 'trao', 'trọn', 'niềm', 'tin']",đơn_giản là yêu thôi đại_học kinh bắc với cơ_sở vật_chất cũng_như trang thiết_bị hiện_đại các khoá học bổ_ích chả giống đâu và chả đâu có tin_tưởng trao trọn niềm tin
Học ở đâu cũng là học ! Nhưng tôi thấy trường này giáo viên tận tâm với học sinh ! Môi trường học sạch đẹp. Đầy đủ mọi tiện nghi để học tập ! I love kinh bắc !,1,học ở đâu cũng là học nhưng tôi thấy trường này giáo viên tận tâm với học sinh môi trường học sạch đẹp đầy đủ mọi tiện nghi để học tập i love kinh bắc,học ở đâu cũng là học nhưng tôi thấy trường này giáo viên tận tâm với học sinh môi trường học sạch đẹp đầy đủ mọi tiện nghi để học tập i love kinh bắc,"['học', 'ở', 'đâu', 'cũng', 'là', 'học', 'nhưng', 'tôi', 'thấy', 'trường', 'này', 'giáo_viên', 'tận_tâm', 'với', 'học_sinh', 'môi_trường_học', 'sạch', 'đẹp', 'đầy_đủ', 'mọi', 'tiện_nghi', 'để', 'học_tập', 'i', 'love', 'kinh', 'bắc']",học ở đâu cũng là học nhưng tôi thấy trường này giáo_viên tận_tâm với học_sinh môi_trường_học sạch đẹp đầy_đủ mọi tiện_nghi để học_tập i love kinh bắc
Mỗi người đều có những lựa chọn riêng về ngôi trường đại học và tôi cũng vậy . tôi đến với trường đh kinh bắc bởi tôi tin rằng ở đây tôi có thể biến ước mơ trở thành hiện thực,1,mỗi người đều có những lựa chọn riêng về ngôi trường đại học và tôi cũng vậy tôi đến với trường đh kinh bắc bởi tôi tin rằng ở đây tôi có thể biến ước mơ trở thành hiện thực,mỗi người đều có những lựa chọn riêng về ngôi trường đại học và tôi cũng vậy tôi đến với trường đh kinh bắc bởi tôi tin rằng ở đây tôi có thể biến ước mơ trở thành hiện thực,"['mỗi', 'người', 'đều', 'có', 'những', 'lựa_chọn', 'riêng', 'về', 'ngôi', 'trường', 'đại_học', 'và', 'tôi', 'cũng', 'vậy', 'tôi', 'đến', 'với', 'trường', 'đh', 'kinh', 'bắc', 'bởi', 'tôi', 'tin', 'rằng', 'ở', 'đây', 'tôi', 'có_thể', 'biến', 'ước_mơ', 'trở_thành', 'hiện_thực']",mỗi người đều có những lựa_chọn riêng về ngôi trường đại_học và tôi cũng vậy tôi đến với trường đh kinh bắc bởi tôi tin rằng ở đây tôi có_thể biến ước_mơ trở_thành hiện_thực
Tôi nguyễn thị châm cùng tập thể lớp 06D-DL2 tự hào là sinh viên trường đại học kinh bắc,1,tôi nguyễn thị châm cùng tập thể lớp 06ddl2 tự hào là sinh viên trường đại học kinh bắc,tôi nguyễn thị châm cùng tập thể lớp 06ddl2 tự hào là sinh viên trường đại học kinh bắc,"['tôi', 'nguyễn', 'thị', 'châm', 'cùng', 'tập_thể', 'lớp', '06ddl2', 'tự_hào', 'là', 'sinh_viên', 'trường', 'đại_học', 'kinh', 'bắc']",tôi nguyễn thị châm cùng tập_thể lớp 06ddl2 tự_hào là sinh_viên trường đại_học kinh bắc
"e thấy UKB là một ngôi trường tốt với các cơ sở vật chất hiện đại, cán bộ giảng viên thân thiện, có chuyên môn tốt......e nghĩ mình có thể hoàn thành ước mơ tại đây. I love UKB <3",1,e thấy ukb là một ngôi trường tốt với các cơ sở vật chất hiện đại cán bộ giảng viên thân thiện có chuyên môn tốte nghĩ mình có thể hoàn thành ước mơ tại đây i love ukb 3,e thấy ukb là một ngôi trường tốt với các cơ sở vật chất hiện đại cán bộ giảng viên thân thiện có chuyên môn tốte nghĩ mình có thể hoàn thành ước mơ tại đây i love ukb 3,"['e', 'thấy', 'ukb', 'là', 'một', 'ngôi', 'trường', 'tốt', 'với', 'các', 'cơ_sở', 'vật_chất', 'hiện_đại_cán_bộ', 'giảng_viên', 'thân_thiện', 'có', 'chuyên_môn', 'tốte', 'nghĩ', 'mình', 'có_thể', 'hoàn_thành', 'ước_mơ', 'tại', 'đây', 'i', 'love', 'ukb', '3']",e thấy ukb là một ngôi trường tốt với các cơ_sở vật_chất hiện_đại_cán_bộ giảng_viên thân_thiện có chuyên_môn tốte nghĩ mình có_thể hoàn_thành ước_mơ tại đây i love ukb 3
"Tôi là tân sinh viên k6 của đại học kinh bắc. Tại ngôi trường này, tôi đã tham gia trải nghiệm khóa học ngoại khóa vô cùng bổ ích và lí thú. Tôi trở nên năng động hơn rất nhiều sau khóa học đó. Và tôi cảm thấy rằng mình chọn hk trường này là một quyết định đúng đắn. Tôi yêu UKB",1,tôi là tân sinh viên k6 của đại học kinh bắc tại ngôi trường này tôi đã tham gia trải nghiệm khóa học ngoại khóa vô cùng bổ ích và lí thú tôi trở nên năng động hơn rất nhiều sau khóa học đó và tôi cảm thấy rằng mình chọn hk trường này là một quyết định đúng đắn tôi yêu ukb,tôi là tân sinh viên k6 của đại học kinh bắc tại ngôi trường này tôi đã tham gia trải nghiệm khóa học ngoại khóa vô cùng bổ ích và lí thú tôi trở nên năng động hơn rất nhiều sau khóa học đó và tôi cảm thấy rằng mình chọn hk trường này là một quyết định đúng đắn tôi yêu ukb,"['tôi', 'là', 'tân_sinh_viên', 'k6', 'của', 'đại_học', 'kinh', 'bắc', 'tại', 'ngôi', 'trường', 'này', 'tôi', 'đã', 'tham_gia', 'trải', 'nghiệm', 'khóa', 'học', 'ngoại', 'khóa', 'vô_cùng', 'bổ_ích', 'và', 'lí_thú', 'tôi', 'trở_nên', 'năng_động', 'hơn', 'rất', 'nhiều', 'sau', 'khóa', 'học', 'đó', 'và', 'tôi', 'cảm_thấy', 'rằng', 'mình', 'chọn', 'hk', 'trường', 'này', 'là', 'một', 'quyết_định', 'đúng_đắn', 'tôi', 'yêu', 'ukb']",tôi là tân_sinh_viên k6 của đại_học kinh bắc tại ngôi trường này tôi đã tham_gia trải nghiệm khóa học ngoại khóa vô_cùng bổ_ích và lí_thú tôi trở_nên năng_động hơn rất nhiều sau khóa học đó và tôi cảm_thấy rằng mình chọn hk trường này là một quyết_định đúng_đắn tôi yêu ukb
Ngôi trường đại học kinh Bắc cho toi được sự trưởng thành và gửi gắm tuổi trẻ của mình vào đó cho tôi những tương lai tươi đẹp phía trước nối tiếp những ước mơ đang còn dang dở của chính mình cho tôi những bước đi vững chắc trên con đường và tương lai mình đã chọn tôi yêu UKB,1,ngôi trường đại học kinh bắc cho toi được sự trưởng thành và gửi gắm tuổi trẻ của mình vào đó cho tôi những tương lai tươi đẹp phía trước nối tiếp những ước mơ đang còn dang dở của chính mình cho tôi những bước đi vững chắc trên con đường và tương lai mình đã chọn tôi yêu ukb,ngôi trường đại học kinh bắc cho toi được sự trưởng thành và gửi gắm tuổi trẻ của mình vào đó cho tôi những tương lai tươi đẹp phía trước nối tiếp những ước mơ đang còn dang dở của chính mình cho tôi những bước đi vững chắc trên con đường và tương lai mình đã chọn tôi yêu ukb,"['ngôi', 'trường', 'đại_học', 'kinh', 'bắc', 'cho', 'toi', 'được', 'sự', 'trưởng_thành', 'và', 'gửi_gắm', 'tuổi_trẻ', 'của', 'mình', 'vào', 'đó', 'cho', 'tôi', 'những', 'tương_lai', 'tươi', 'đẹp', 'phía', 'trước', 'nối_tiếp', 'những', 'ước_mơ', 'đang', 'còn', 'dang_dở', 'của', 'chính', 'mình', 'cho', 'tôi', 'những', 'bước_đi', 'vững_chắc', 'trên', 'con', 'đường', 'và', 'tương_lai', 'mình', 'đã', 'chọn', 'tôi', 'yêu', 'ukb']",ngôi trường đại_học kinh bắc cho toi được sự trưởng_thành và gửi_gắm tuổi_trẻ của mình vào đó cho tôi những tương_lai tươi đẹp phía trước nối_tiếp những ước_mơ đang còn dang_dở của chính mình cho tôi những bước_đi vững_chắc trên con đường và tương_lai mình đã chọn tôi yêu ukb
trường oách luôn quý zị,1,trường oách luôn quý zị,trường oách luôn quý zị,"['trường', 'oách', 'luôn', 'quý', 'zị']",trường oách luôn quý zị
Marketing đỉnh đấy :)),1,marketing đỉnh đấy,marketing đỉnh đấy,"['marketing', 'đỉnh', 'đấy']",marketing đỉnh đấy
Trường công nghệ tầm vũ trụ,1,trường công nghệ tầm vũ trụ,trường công nghệ tầm vũ trụ,"['trường', 'công_nghệ', 'tầm', 'vũ_trụ']",trường công_nghệ tầm vũ_trụ
Trường ngày càng xịn sò nè,1,trường ngày càng xịn sò nè,trường ngày càng xịn sò nè,"['trường', 'ngày_càng', 'xịn', 'sò', 'nè']",trường ngày_càng xịn sò nè
Tuyệt vời quá ạ,1,tuyệt vời quá ạ,tuyệt vời quá ạ,"['tuyệt_vời', 'quá', 'ạ']",tuyệt_vời quá ạ
Xét tuyển đi kìa,1,xét tuyển đi kìa,xét tuyển đi kìa,"['xét', 'tuyển', 'đi', 'kìa']",xét tuyển đi kìa
trường hịn,1,trường hịn,trường hịn,"['trường', 'hịn']",trường hịn
Nên xét tuyển bằng học bạ luôn đi các em ạ.,1,nên xét tuyển bằng học bạ luôn đi các em ạ,nên xét tuyển bằng học bạ luôn đi các em ạ,"['nên', 'xét', 'tuyển', 'bằng', 'học_bạ', 'luôn', 'đi', 'các', 'em', 'ạ']",nên xét tuyển bằng học_bạ luôn đi các em ạ
Hay quá,1,hay quá,hay quá,"['hay', 'quá']",hay quá
Sơn Lâm đã đỉnh mà EAUT còn đỉnh hơn Học đại học - Học Đại Học Công Nghệ Đông Á,1,sơn lâm đã đỉnh mà eaut còn đỉnh hơn học đại học học đại học công nghệ đông á,sơn lâm đã đỉnh mà eaut còn đỉnh hơn học đại học học đại học công nghệ đông á,"['sơn', 'lâm', 'đã', 'đỉnh', 'mà', 'eaut', 'còn', 'đỉnh', 'hơn', 'học', 'đại_học', 'học', 'đại_học', 'công_nghệ', 'đông_á']",sơn lâm đã đỉnh mà eaut còn đỉnh hơn học đại_học học đại_học công_nghệ đông_á
Tự hào được làm việc và cống hiến một phần nhỏ vào trong những thành công của nhà trường!,1,tự hào được làm việc và cống hiến một phần nhỏ vào trong những thành công của nhà trường,tự hào được làm việc và cống hiến một phần nhỏ vào trong những thành công của nhà trường,"['tự_hào', 'được', 'làm_việc', 'và', 'cống_hiến', 'một', 'phần', 'nhỏ', 'vào', 'trong', 'những', 'thành_công', 'của', 'nhà_trường']",tự_hào được làm_việc và cống_hiến một phần nhỏ vào trong những thành_công của nhà_trường
Trường khang trang,1,trường khang trang,trường khang trang,"['trường', 'khang_trang']",trường khang_trang
Yêu trường quá nhỉ.,1,yêu trường quá nhỉ,yêu trường quá nhỉ,"['yêu', 'trường', 'quá', 'nhỉ']",yêu trường quá nhỉ
Sàn trơn quá vào đó ngày nào chắc cũng ngã liên tọi,0,sàn trơn quá vào đó ngày nào chắc cũng ngã liên tọi,sàn trơn quá vào đó ngày nào chắc cũng ngã liên tọi,"['sàn', 'trơn', 'quá', 'vào', 'đó', 'ngày', 'nào', 'chắc', 'cũng', 'ngã', 'liên', 'tọi']",sàn trơn quá vào đó ngày nào chắc cũng ngã liên tọi
share ngay cô ơi,1,share ngay cô ơi,share ngay cô ơi,"['share', 'ngay', 'cô', 'ơi']",share ngay cô ơi
Trường đầu tư quá =))),1,trường đầu tư quá,trường đầu tư quá,"['trường', 'đầu_tư', 'quá']",trường đầu_tư quá
tự hào kh em,1,tự hào kh em,tự hào kh em,"['tự_hào', 'kh', 'em']",tự_hào kh em
trường tôi xịn sò lắm,1,trường tôi xịn sò lắm,trường tôi xịn sò lắm,"['trường', 'tôi', 'xịn', 'sò', 'lắm']",trường tôi xịn sò lắm
góc làm việc này chill quá ^^,1,góc làm việc này chill quá,góc làm việc này chill quá,"['góc', 'làm_việc', 'này', 'chill', 'quá']",góc làm_việc này chill quá
Cute xỉuui,1,cute xỉuui,cute xỉuui,"['cute', 'xỉuui']",cute xỉuui
"Aaaa mê quá , chúng em cũng muốn ạ",1,aaaa mê quá chúng em cũng muốn ạ,aaaa mê quá chúng em cũng muốn ạ,"['aaaa', 'mê', 'quá', 'chúng', 'em', 'cũng', 'muốn', 'ạ']",aaaa mê quá chúng em cũng muốn ạ
Uầy sướng thế,1,uầy sướng thế,uầy sướng thế,"['uầy', 'sướng_thế']",uầy sướng_thế
Cute cá,1,cute cá,cute cá,"['cute', 'cá']",cute cá
Uầy xịn,1,uầy xịn,uầy xịn,"['uầy', 'xịn']",uầy xịn
Cute phết đấy,1,cute phết đấy,cute phết đấy,"['cute', 'phết', 'đấy']",cute phết đấy
xịn thế nhờ,1,xịn thế nhờ,xịn thế nhờ,"['xịn', 'thế', 'nhờ']",xịn thế nhờ
Xinh he,1,xinh he,xinh he,"['xinh', 'he']",xinh he
Đẹp quáaaaaaa,1,đẹp quáaaaaaa,đẹp quáaaaaaa,"['đẹp', 'quáaaaaaa']",đẹp quáaaaaaa
Các anh chị choáy quá nhờ,1,các anh chị choáy quá nhờ,các anh chị choáy quá nhờ,"['các', 'anh_chị', 'choáy', 'quá', 'nhờ']",các anh_chị choáy quá nhờ
Mk chỉ có thk kỉ niệm đại đại học công nghệ đông á thôi khoảng thời gian 4 năm đại học là đáng nhớ nhất,1,mk chỉ có thk kỉ niệm đại đại học công nghệ đông á thôi khoảng thời gian 4 năm đại học là đáng nhớ nhất,mk chỉ có thk kỉ niệm đại đại học công nghệ đông á thôi khoảng thời gian 4 năm đại học là đáng nhớ nhất,"['mk', 'chỉ', 'có', 'thk', 'kỉ_niệm', 'đại', 'đại_học', 'công_nghệ', 'đông', 'á', 'thôi', 'khoảng', 'thời_gian', '4', 'năm', 'đại_học', 'là', 'đáng', 'nhớ', 'nhất']",mk chỉ có thk kỉ_niệm đại đại_học công_nghệ đông á thôi khoảng thời_gian 4 năm đại_học là đáng nhớ nhất
Tuyệt vời quá!,1,tuyệt vời quá,tuyệt vời quá,"['tuyệt_vời', 'quá']",tuyệt_vời quá
Nhà trường rất chăm sóc sức khoẻ cho sinh viên (cụ thể là sinh viên k15),1,nhà trường rất chăm sóc sức khoẻ cho sinh viên cụ thể là sinh viên k15,nhà trường rất chăm sóc sức khoẻ cho sinh viên cụ thể là sinh viên k15,"['nhà_trường', 'rất', 'chăm_sóc', 'sức_khoẻ', 'cho', 'sinh_viên', 'cụ_thể', 'là', 'sinh_viên', 'k15']",nhà_trường rất chăm_sóc sức_khoẻ cho sinh_viên cụ_thể là sinh_viên k15
Khóa học rất ý nghĩa,1,khóa học rất ý nghĩa,khóa học rất ý nghĩa,"['khóa', 'học', 'rất', 'ý_nghĩa']",khóa học rất ý_nghĩa
chương trình hay quá,1,chương trình hay quá,chương trình hay quá,"['chương_trình', 'hay', 'quá']",chương_trình hay quá
Tuyệt vời quá con minh cũng học ở trường đại học công nghệ dông a,1,tuyệt vời quá con minh cũng học ở trường đại học công nghệ dông a,tuyệt vời quá con minh cũng học ở trường đại học công nghệ dông,"['tuyệt_vời', 'quá', 'con', 'minh', 'cũng', 'học', 'ở', 'trường', 'đại_học', 'công_nghệ_dông']",tuyệt_vời quá con minh cũng học ở trường đại_học công_nghệ_dông
"Thoáng mát,rộng rãi, nhà ăn sạch sẽ,đồ ăn ngon bổ rẻ, chỗ ở tiện nghi.",1,thoáng mátrộng rãi nhà ăn sạch sẽđồ ăn ngon bổ rẻ chỗ ở tiện nghi,thoáng mátrộng rãi nhà ăn sạch sẽđồ ăn ngon bổ rẻ chỗ ở tiện nghi,"['thoáng', 'mátrộng', 'rãi', 'nhà_ăn', 'sạch', 'sẽđồ', 'ăn', 'ngon', 'bổ', 'rẻ', 'chỗ', 'ở', 'tiện_nghi']",thoáng mátrộng rãi nhà_ăn sạch sẽđồ ăn ngon bổ rẻ chỗ ở tiện_nghi
Đẹp và vui,1,đẹp và vui,đẹp và vui,"['đẹp', 'và', 'vui']",đẹp và vui
Yên tĩnh,1,yên tĩnh,yên tĩnh,['yên_tĩnh'],yên_tĩnh
Bình thường,0,bình thường,bình thường,['bình_thường'],bình_thường
Vào đi các e ui trường TUYỆT lắm,1,vào đi các e ui trường tuyệt lắm,vào đi các e ui trường tuyệt lắm,"['vào', 'đi', 'các', 'e', 'ui', 'trường', 'tuyệt', 'lắm']",vào đi các e ui trường tuyệt lắm
Xịn,1,xịn,xịn,['xịn'],xịn
tuyệt vừi quá,1,tuyệt vừi quá,tuyệt vừi quá,"['tuyệt', 'vừi', 'quá']",tuyệt vừi quá
đi học toàn được đi thang máy thui nộp đi,1,đi học toàn được đi thang máy thui nộp đi,đi học toàn được đi thang máy thui nộp đi,"['đi', 'học', 'toàn', 'được', 'đi', 'thang_máy', 'thui', 'nộp', 'đi']",đi học toàn được đi thang_máy thui nộp đi
Trường xịn vậy,1,trường xịn vậy,trường xịn vậy,"['trường', 'xịn_vậy']",trường xịn_vậy
em yêu trường em,1,em yêu trường em,em yêu trường em,"['em', 'yêu', 'trường', 'em']",em yêu trường em
trường mình phần quảng cáo cứ phải gọi là đỉnh kout đấy còn thực thì,1,trường mình phần quảng cáo cứ phải gọi là đỉnh kout đấy còn thực thì,trường mình phần quảng cáo cứ phải gọi là đỉnh kout đấy còn thực thì,"['trường', 'mình', 'phần', 'quảng_cáo', 'cứ', 'phải', 'gọi', 'là', 'đỉnh', 'kout', 'đấy', 'còn', 'thực', 'thì']",trường mình phần quảng_cáo cứ phải gọi là đỉnh kout đấy còn thực thì
Vào EAUT ik trong đó nhìu tđ lém,1,vào eaut ik trong đó nhìu tđ lém,vào eaut ik trong đó nhìu tđ lém,"['vào', 'eaut', 'ik', 'trong', 'đó', 'nhìu', 'tđ', 'lém']",vào eaut ik trong đó nhìu tđ lém
Vào EAUT đi vào rồi muốn ra luôn =))),1,vào eaut đi vào rồi muốn ra luôn,vào eaut đi vào rồi muốn ra luôn,"['vào', 'eaut', 'đi', 'vào', 'rồi', 'muốn', 'ra', 'luôn']",vào eaut đi vào rồi muốn ra luôn
Bỏ HIC qua EAUT đây,1,bỏ hic qua eaut đây,bỏ hic qua eaut đây,"['bỏ', 'hic', 'qua', 'eaut', 'đây']",bỏ hic qua eaut đây
Vị trí dễ tìm kiếm quan cảnh rộng rãi thoáng mát,1,vị trí dễ tìm kiếm quan cảnh rộng rãi thoáng mát,vị trí dễ tìm kiếm quan cảnh rộng rãi thoáng mát,"['vị_trí', 'dễ', 'tìm_kiếm', 'quan', 'cảnh', 'rộng_rãi', 'thoáng', 'mát']",vị_trí dễ tìm_kiếm quan cảnh rộng_rãi thoáng mát
bãi giữ xe có bảo vệ,1,bãi giữ xe có bảo vệ,bãi giữ xe có bảo vệ,"['bãi', 'giữ', 'xe', 'có', 'bảo_vệ']",bãi giữ xe có bảo_vệ
giảng viên tận tình chu đáo và rất có tâm,1,giảng viên tận tình chu đáo và rất có tâm,giảng viên tận tình chu đáo và rất có tâm,"['giảng_viên', 'tận_tình', 'chu_đáo', 'và', 'rất', 'có', 'tâm']",giảng_viên tận_tình chu_đáo và rất có tâm
trường có bộ phận tư vấn chưa được tốt.,0,trường có bộ phận tư vấn chưa được tốt,trường có bộ phận tư vấn chưa được tốt,"['trường', 'có', 'bộ_phận', 'tư_vấn', 'chưa', 'được', 'tốt']",trường có bộ_phận tư_vấn chưa được tốt
Học phí hơi cao,0,học phí hơi cao,học phí hơi cao,"['học_phí', 'hơi', 'cao']",học_phí hơi cao
Thi trượt rồi buồn quá,0,thi trượt rồi buồn quá,thi trượt rồi buồn quá,"['thi', 'trượt', 'rồi', 'buồn', 'quá']",thi trượt rồi buồn quá
"Sinh viên đã bỏ tiền mua nước và sử dụng dịch vụ, thanh toán đầy đủ nhưng lại phải nhận nguồn nước và nhà vệ sinh DƠ như vậy",0,sinh viên đã bỏ tiền mua nước và sử dụng dịch vụ thanh toán đầy đủ nhưng lại phải nhận nguồn nước và nhà vệ sinh dơ như vậy,sinh viên đã bỏ tiền mua nước và sử dụng dịch vụ thanh toán đầy đủ nhưng lại phải nhận nguồn nước và nhà vệ sinh dơ như vậy,"['sinh_viên', 'đã', 'bỏ', 'tiền', 'mua', 'nước', 'và', 'sử_dụng', 'dịch_vụ', 'thanh_toán', 'đầy_đủ', 'nhưng', 'lại', 'phải', 'nhận', 'nguồn', 'nước', 'và', 'nhà', 'vệ_sinh', 'dơ', 'như_vậy']",sinh_viên đã bỏ tiền mua nước và sử_dụng dịch_vụ thanh_toán đầy_đủ nhưng lại phải nhận nguồn nước và nhà vệ_sinh dơ như_vậy
Học phí tiền quá,0,học phí tiền quá,học phí tiền quá,"['học_phí', 'tiền', 'quá']",học_phí tiền quá
Giảng viên không có chuyên môn,0,giảng viên không có chuyên môn,giảng viên không có chuyên môn,"['giảng_viên', 'không', 'có', 'chuyên_môn']",giảng_viên không có chuyên_môn
Cơ sở vật chất không xứng đáng với số tiền bỏ ra,0,cơ sở vật chất không xứng đáng với số tiền bỏ ra,cơ sở vật chất không xứng đáng với số tiền bỏ ra,"['cơ_sở', 'vật_chất', 'không', 'xứng_đáng', 'với', 'số', 'tiền', 'bỏ', 'ra']",cơ_sở vật_chất không xứng_đáng với số tiền bỏ ra
Chọn trường khác đi các em,0,chọn trường khác đi các em,chọn trường khác đi các em,"['chọn', 'trường', 'khác', 'đi', 'các', 'em']",chọn trường khác đi các em
